return_id,order_id,order_item_id,customer_id,product_id,seller_id,return_date,days_after_delivery,return_type,return_reason,return_channel,return_status,refund_status,refund_amount,reverse_shipping_cost,pickup_status,pickup_date,quality_check_status,return_condition,replacement_requested,replacement_status
162,1148,2331,8034,1877,365,2023-03-16,8,Replacement,Late Delivery,Website,Pickup Scheduled,Not Applicable,0.0,30.33,Completed,2023-03-19,Passed,Unused,True,Processing
163,1161,2355,9632,1809,353,2023-03-31,21,Replacement,Changed Mind,Mobile App,Picked Up,Not Applicable,0.0,112.98,Scheduled,2023-04-02,Pending,Unused,True,Requested
164,1188,2412,6781,1618,320,2023-03-12,4,Refund,Damaged Product,Mobile App,Approved,Pending,5417.29,51.96,Scheduled,2023-03-15,Pending,Used,False,Not Applicable
165,1189,2413,6858,110,21,2023-04-07,26,Refund,Damaged Product,Mobile App,Completed,Completed,51615.89,141.36,Completed,2023-04-10,Passed,Opened,False,Not Applicable
166,1199,2433,4418,661,133,2023-03-21,9,Refund,Changed Mind,Website,Completed,Completed,51328.98,143.27,Completed,2023-03-24,Passed,Used,False,Not Applicable
167,1214,2456,3498,1809,353,2023-04-07,30,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,108.81,Completed,2023-04-10,Passed,Unused,True,Completed
168,1226,2480,2933,809,163,2023-04-09,29,Refund,Wrong Product,Mobile App,Completed,Completed,6336.18,107.15,Completed,2023-04-11,Pending,Used,False,Not Applicable
169,1240,2505,1369,668,135,2023-04-02,22,Refund,Quality Issue,Mobile App,Picked Up,Pending,403.06,113.71,Scheduled,2023-04-03,Pending,Used,False,Not Applicable
170,1245,2512,8687,2342,459,2023-03-30,22,Refund,Product Not As Expected,Website,Requested,Pending,1712.76,169.21,Pending,,Pending,Used,False,Not Applicable
171,1261,2540,1527,470,96,2023-03-31,20,Refund,Wrong Product,Mobile App,Picked Up,Processing,1188.63,54.14,Scheduled,2023-04-02,Pending,Opened,False,Not Applicable
172,1270,2555,7206,1009,201,2023-03-16,4,Refund,Wrong Product,Mobile App,Picked Up,Pending,3768.16,165.02,Scheduled,2023-03-18,Pending,Unused,False,Not Applicable
173,1275,2568,857,504,103,2023-03-26,8,Replacement,Product Not As Expected,Mobile App,Completed,Not Applicable,0.0,99.43,Completed,2023-03-28,Pending,Used,True,Cancelled
174,1280,2580,9199,2205,432,2023-03-14,3,Replacement,Size/Fit Issue,Website,Completed,Not Applicable,0.0,112.74,Completed,2023-03-17,Passed,Opened,True,Requested
175,1294,2610,1507,925,185,2023-03-30,12,Refund,Quality Issue,Mobile App,Completed,Completed,6505.2,45.48,Completed,2023-03-31,Pending,Used,False,Not Applicable
176,1299,2621,6422,254,52,2023-03-24,9,Refund,Late Delivery,Mobile App,Completed,Completed,5428.95,163.08,Completed,2023-03-26,Passed,Damaged,False,Not Applicable
177,1299,2622,6422,267,54,2023-04-13,29,Refund,Wrong Product,Website,Approved,Processing,1044.88,58.04,Pending,,Pending,Opened,False,Not Applicable
178,1306,2637,3331,523,106,2023-03-13,2,Refund,Missing Parts,Website,Picked Up,Pending,163299.79,68.74,Scheduled,2023-03-14,Pending,Opened,False,Not Applicable
179,1308,2642,3578,2121,417,2023-04-08,24,Replacement,Size/Fit Issue,Mobile App,Completed,Not Applicable,0.0,55.59,Completed,2023-04-11,Failed,Damaged,True,Cancelled
180,1320,2666,3909,1387,276,2023-04-15,26,Refund,Damaged Product,Mobile App,Completed,Processing,2123.33,164.55,Completed,2023-04-18,Passed,Unused,False,Not Applicable
181,1323,2674,4825,1205,240,2023-03-29,17,Refund,Product Not As Expected,Website,Completed,Completed,5479.09,93.82,Completed,2023-04-01,Passed,Unused,False,Not Applicable
182,1326,2682,6752,2027,395,2023-04-10,24,Replacement,Wrong Product,Website,Picked Up,Not Applicable,0.0,84.34,Completed,2023-04-13,Passed,Used,True,Cancelled
183,1345,2716,1312,1653,326,2023-03-20,3,Replacement,Late Delivery,Mobile App,Picked Up,Not Applicable,0.0,42.01,Scheduled,2023-03-22,Pending,Opened,True,Completed
184,1345,2717,1312,2203,431,2023-03-30,13,Exchange,Product Not As Expected,Website,Pickup Scheduled,Not Applicable,0.0,31.61,Scheduled,2023-03-31,Pending,Damaged,True,Cancelled
185,1356,2737,6488,1880,366,2023-04-10,23,Refund,Quality Issue,Website,Requested,Processing,34114.52,120.95,Scheduled,2023-04-12,Pending,Opened,False,Not Applicable
186,1360,2744,4,2531,497,2023-03-28,10,Refund,Late Delivery,Customer Support,Approved,Processing,24176.07,145.5,Scheduled,2023-03-30,Pending,Damaged,False,Not Applicable
187,1366,2753,6581,110,21,2023-03-22,4,Refund,Missing Parts,Website,Pickup Scheduled,Pending,154847.68,107.48,Completed,2023-03-24,Failed,Damaged,False,Not Applicable
188,1366,2754,6581,300,59,2023-04-14,27,Refund,Changed Mind,Website,Approved,Processing,2882.8,101.48,Pending,,Pending,Opened,False,Not Applicable
189,1379,2777,4851,685,138,2023-04-03,16,Refund,Late Delivery,Website,Pickup Scheduled,Processing,3111.58,89.68,Scheduled,2023-04-06,Pending,Used,False,Not Applicable
190,1384,2785,4228,276,56,2023-03-30,12,Refund,Damaged Product,Mobile App,Completed,Processing,4267.68,31.77,Completed,2023-04-02,Passed,Unused,False,Not Applicable
191,1410,2832,899,292,58,2023-04-19,27,Refund,Wrong Product,Mobile App,Completed,Completed,4749.59,81.62,Completed,2023-04-21,Passed,Used,False,Not Applicable
192,1415,2846,9416,2124,417,2023-04-05,20,Refund,Changed Mind,Website,Completed,Completed,285.16,157.34,Completed,2023-04-07,Passed,Damaged,False,Not Applicable
193,1416,2847,9690,1749,342,2023-03-28,6,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Processing,74922.91,142.18,Completed,2023-03-30,Passed,Used,False,Not Applicable
194,1428,2868,7957,30,6,2023-04-12,25,Refund,Size/Fit Issue,Mobile App,Completed,Completed,10701.02,76.41,Completed,2023-04-13,Passed,Damaged,False,Not Applicable
195,1430,2874,2069,235,47,2023-04-13,22,Refund,Changed Mind,Mobile App,Completed,Completed,1846.72,175.43,Completed,2023-04-15,Passed,Opened,False,Not Applicable
196,1437,2891,4312,2040,399,2023-04-20,27,Replacement,Quality Issue,Mobile App,Approved,Not Applicable,0.0,74.94,Pending,,Pending,Damaged,True,Cancelled
197,1446,2911,6401,1590,314,2023-04-09,21,Refund,Wrong Product,Mobile App,Completed,Completed,915.5,57.36,Completed,2023-04-11,Passed,Unused,False,Not Applicable
198,1452,2924,6600,863,172,2023-03-26,2,Exchange,Size/Fit Issue,Mobile App,Requested,Not Applicable,0.0,64.92,Pending,,Pending,Damaged,True,Requested
199,1461,2941,2763,609,123,2023-04-15,25,Refund,Damaged Product,Mobile App,Picked Up,Processing,878.37,87.72,Completed,2023-04-16,Pending,Opened,False,Not Applicable
200,1471,2965,663,2304,452,2023-04-15,22,Refund,Product Not As Expected,Mobile App,Approved,Pending,40250.83,117.7,Pending,,Pending,Used,False,Not Applicable
201,1479,2981,2652,2196,430,2023-04-05,12,Replacement,Damaged Product,Mobile App,Completed,Not Applicable,0.0,139.98,Completed,2023-04-06,Passed,Used,True,Cancelled
202,1480,2982,3129,1525,302,2023-04-09,13,Refund,Size/Fit Issue,Mobile App,Approved,Processing,41640.18,58.47,Scheduled,2023-04-12,Pending,Damaged,False,Not Applicable
203,1484,2990,5280,911,183,2023-03-30,5,Refund,Quality Issue,Mobile App,Completed,Completed,40515.99,162.44,Completed,2023-04-02,Passed,Opened,False,Not Applicable
204,1486,2995,7341,197,40,2023-04-08,18,Replacement,Product Not As Expected,Mobile App,Approved,Not Applicable,0.0,91.47,Pending,,Pending,Used,True,Completed
205,1487,2999,7742,2260,444,2023-03-31,5,Refund,Wrong Product,Mobile App,Requested,Pending,1534.76,128.69,Pending,,Pending,Damaged,False,Not Applicable
206,1489,3005,86,1714,337,2023-04-25,30,Exchange,Wrong Product,Mobile App,Completed,Not Applicable,0.0,149.14,Completed,2023-04-28,Pending,Damaged,True,Completed
207,1489,3006,86,2494,490,2023-04-15,20,Refund,Wrong Product,Website,Requested,Pending,6142.19,45.18,Pending,,Pending,Unused,False,Not Applicable
208,1512,3048,6286,2030,396,2023-03-28,2,Exchange,Changed Mind,Customer Support,Picked Up,Not Applicable,0.0,158.36,Completed,2023-03-29,Passed,Opened,True,Processing
209,1512,3049,6286,2254,441,2023-04-22,27,Exchange,Late Delivery,Website,Completed,Not Applicable,0.0,44.14,Completed,2023-04-25,Failed,Damaged,True,Processing
210,1518,3061,1769,1758,343,2023-04-06,11,Replacement,Product Not As Expected,Website,Approved,Not Applicable,0.0,139.62,Pending,,Pending,Used,True,Requested
211,1520,3063,2647,494,100,2023-03-28,2,Exchange,Changed Mind,Mobile App,Pickup Scheduled,Not Applicable,0.0,38.12,Scheduled,2023-03-29,Pending,Unused,True,Cancelled
212,1564,3154,8714,1742,341,2023-04-02,7,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,159.64,Completed,2023-04-03,Pending,Used,True,Completed
213,1565,3155,9390,1512,298,2023-04-25,28,Replacement,Changed Mind,Website,Pickup Scheduled,Not Applicable,0.0,57.96,Scheduled,2023-04-27,Pending,Damaged,True,Requested
214,1568,3159,2047,276,56,2023-04-05,8,Exchange,Changed Mind,Mobile App,Pickup Scheduled,Not Applicable,0.0,83.31,Scheduled,2023-04-06,Pending,Used,True,Completed
215,1571,3164,3303,567,115,2023-04-09,9,Replacement,Wrong Product,Customer Support,Completed,Not Applicable,0.0,128.54,Completed,2023-04-11,Passed,Used,True,Cancelled
216,1607,3230,2013,1888,368,2023-04-25,25,Exchange,Changed Mind,Mobile App,Completed,Not Applicable,0.0,39.92,Completed,2023-04-28,Failed,Damaged,True,Processing
217,1611,3239,6402,1003,200,2023-04-21,24,Replacement,Changed Mind,Website,Completed,Not Applicable,0.0,97.74,Completed,2023-04-24,Passed,Unused,True,Requested
218,1612,3241,6841,914,183,2023-04-07,8,Refund,Damaged Product,Website,Pickup Scheduled,Pending,11280.93,89.71,Scheduled,2023-04-09,Pending,Damaged,False,Not Applicable
219,1615,3247,8949,871,174,2023-04-18,17,Exchange,Product Not As Expected,Mobile App,Picked Up,Not Applicable,0.0,92.03,Scheduled,2023-04-19,Pending,Opened,True,Cancelled
220,1639,3305,152,2367,464,2023-05-01,29,Refund,Product Not As Expected,Mobile App,Approved,Processing,61096.86,66.71,Scheduled,2023-05-02,Pending,Unused,False,Not Applicable
221,1641,3310,1197,2364,463,2023-04-08,5,Refund,Damaged Product,Website,Pickup Scheduled,Processing,3801.24,179.06,Completed,2023-04-09,Pending,Damaged,False,Not Applicable
222,1648,3321,8269,1881,366,2023-04-23,25,Refund,Changed Mind,Website,Pickup Scheduled,Processing,19650.72,50.18,Scheduled,2023-04-25,Pending,Damaged,False,Not Applicable
223,1664,3352,5994,2474,485,2023-04-05,1,Refund,Product Not As Expected,Website,Completed,Completed,1016.46,82.45,Completed,2023-04-07,Passed,Used,False,Not Applicable
224,1669,3361,8487,2465,483,2023-04-15,10,Refund,Wrong Product,Mobile App,Pickup Scheduled,Processing,3499.14,154.81,Completed,2023-04-17,Passed,Unused,False,Not Applicable
225,1672,3367,797,1339,266,2023-04-06,5,Refund,Wrong Product,Mobile App,Completed,Completed,15944.52,114.74,Completed,2023-04-09,Pending,Used,False,Not Applicable
226,1673,3370,1693,537,109,2023-04-24,19,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,177.54,Completed,2023-04-25,Passed,Unused,True,Completed
227,1678,3380,6253,431,88,2023-04-18,14,Refund,Quality Issue,Mobile App,Completed,Completed,165592.51,46.83,Completed,2023-04-19,Passed,Opened,False,Not Applicable
228,1681,3388,8899,1106,222,2023-04-21,16,Exchange,Quality Issue,Customer Support,Approved,Not Applicable,0.0,153.32,Scheduled,2023-04-23,Pending,Opened,True,Requested
229,1687,3399,2450,1998,389,2023-04-30,30,Refund,Wrong Product,Mobile App,Completed,Completed,2199.77,33.37,Completed,2023-05-01,Passed,Used,False,Not Applicable
230,1701,3426,7227,1424,283,2023-04-05,1,Refund,Damaged Product,Mobile App,Completed,Pending,23288.82,122.45,Completed,2023-04-07,Passed,Damaged,False,Not Applicable
231,1715,3454,1941,1602,318,2023-04-22,16,Refund,Damaged Product,Mobile App,Picked Up,Processing,8331.92,90.85,Scheduled,2023-04-25,Pending,Unused,False,Not Applicable
232,1717,3458,6729,1776,347,2023-04-15,10,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Pending,29235.36,39.91,Scheduled,2023-04-17,Pending,Damaged,False,Not Applicable
233,1728,3486,5152,1919,374,2023-04-12,7,Replacement,Size/Fit Issue,Website,Completed,Not Applicable,0.0,122.34,Completed,2023-04-15,Pending,Used,True,Cancelled
234,1739,3504,7391,2130,418,2023-05-04,29,Refund,Wrong Product,Mobile App,Requested,Processing,160.98,94.76,Pending,,Pending,Opened,False,Not Applicable
235,1748,3520,5623,1241,247,2023-05-01,21,Refund,Changed Mind,Website,Completed,Completed,2543.5,159.02,Completed,2023-05-02,Pending,Damaged,False,Not Applicable
236,1753,3534,4552,1328,264,2023-04-18,16,Replacement,Wrong Product,Mobile App,Approved,Not Applicable,0.0,135.73,Scheduled,2023-04-19,Pending,Unused,True,Cancelled
237,1760,3544,6,1547,306,2023-05-09,29,Replacement,Size/Fit Issue,Website,Approved,Not Applicable,0.0,110.25,Scheduled,2023-05-12,Pending,Unused,True,Completed
238,1761,3545,812,1172,235,2023-04-23,15,Refund,Product Not As Expected,Mobile App,Picked Up,Processing,4412.66,139.05,Completed,2023-04-25,Passed,Used,False,Not Applicable
239,1762,3547,826,353,70,2023-04-22,16,Refund,Product Not As Expected,Customer Support,Picked Up,Pending,67889.61,157.72,Completed,2023-04-24,Pending,Unused,False,Not Applicable
240,1765,3554,2590,2164,425,2023-04-11,4,Replacement,Changed Mind,Website,Completed,Not Applicable,0.0,102.74,Completed,2023-04-13,Passed,Used,True,Processing
241,1783,3590,9747,188,37,2023-05-07,30,Replacement,Quality Issue,Customer Support,Pickup Scheduled,Not Applicable,0.0,121.57,Scheduled,2023-05-08,Pending,Used,True,Cancelled
242,1791,3608,2920,88,17,2023-04-07,1,Replacement,Damaged Product,Website,Requested,Not Applicable,0.0,67.78,Scheduled,2023-04-09,Pending,Opened,True,Completed
243,1791,3609,2920,468,96,2023-04-26,20,Refund,Product Not As Expected,Website,Completed,Processing,451.32,42.96,Completed,2023-04-29,Passed,Unused,False,Not Applicable
244,1796,3620,6882,1397,278,2023-04-25,15,Exchange,Changed Mind,Website,Approved,Not Applicable,0.0,71.59,Scheduled,2023-04-27,Pending,Opened,True,Requested
245,1797,3621,7114,448,92,2023-04-24,13,Refund,Quality Issue,Mobile App,Requested,Pending,7723.83,56.77,Scheduled,2023-04-25,Pending,Damaged,False,Not Applicable
246,1802,3632,3949,1315,262,2023-04-26,19,Replacement,Wrong Product,Website,Completed,Not Applicable,0.0,129.69,Completed,2023-04-27,Passed,Unused,True,Requested
247,1808,3645,9728,2267,445,2023-05-05,23,Replacement,Late Delivery,Website,Picked Up,Not Applicable,0.0,124.84,Completed,2023-05-07,Passed,Damaged,True,Requested
248,1814,3658,4157,2422,473,2023-04-21,13,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,140.3,Scheduled,2023-04-23,Pending,Unused,True,Cancelled
249,1816,3664,5223,920,184,2023-04-29,18,Replacement,Changed Mind,Customer Support,Picked Up,Not Applicable,0.0,80.66,Scheduled,2023-04-30,Pending,Used,True,Requested
250,1821,3676,886,2479,486,2023-05-02,24,Refund,Changed Mind,Customer Support,Completed,Completed,1886.65,32.15,Completed,2023-05-03,Passed,Opened,False,Not Applicable
251,1826,3684,4162,414,84,2023-05-08,27,Refund,Changed Mind,Mobile App,Picked Up,Pending,6207.42,78.64,Completed,2023-05-10,Passed,Damaged,False,Not Applicable
252,1835,3703,1895,1323,264,2023-04-14,4,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,31.08,Completed,2023-04-15,Passed,Unused,True,Requested
253,1855,3739,5606,1607,318,2023-04-15,4,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,126.73,Completed,2023-04-16,Passed,Unused,True,Requested
254,1857,3745,9094,1307,260,2023-05-03,24,Refund,Damaged Product,Website,Picked Up,Processing,7130.04,138.21,Scheduled,2023-05-04,Pending,Opened,False,Not Applicable
255,1874,3778,2475,1326,264,2023-04-20,5,Refund,Product Not As Expected,Mobile App,Picked Up,Processing,32274.18,148.43,Scheduled,2023-04-22,Pending,Opened,False,Not Applicable
256,1887,3804,7114,681,138,2023-04-14,2,Refund,Late Delivery,Mobile App,Picked Up,Processing,3060.03,104.29,Completed,2023-04-17,Passed,Damaged,False,Not Applicable
257,1893,3814,4352,1896,370,2023-05-05,22,Refund,Late Delivery,Website,Completed,Pending,4232.83,161.13,Completed,2023-05-07,Passed,Opened,False,Not Applicable
258,1896,3821,6449,1356,269,2023-05-10,29,Replacement,Quality Issue,Mobile App,Picked Up,Not Applicable,0.0,148.15,Completed,2023-05-13,Failed,Damaged,True,Processing
259,1898,3825,7719,2394,468,2023-05-12,30,Replacement,Size/Fit Issue,Mobile App,Completed,Not Applicable,0.0,56.29,Completed,2023-05-14,Passed,Used,True,Completed
260,1899,3827,9673,830,166,2023-05-01,23,Replacement,Wrong Product,Mobile App,Approved,Not Applicable,0.0,142.98,Pending,,Pending,Damaged,True,Processing
261,1904,3836,3632,562,114,2023-04-28,12,Refund,Late Delivery,Website,Picked Up,Processing,9312.43,58.25,Completed,2023-04-30,Passed,Unused,False,Not Applicable
262,1907,3842,9396,2174,426,2023-04-20,6,Refund,Product Not As Expected,Mobile App,Completed,Processing,271337.66,175.44,Completed,2023-04-23,Pending,Damaged,False,Not Applicable
263,1910,3849,1995,1738,340,2023-05-09,28,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,119.0,Completed,2023-05-11,Passed,Used,True,Cancelled
264,1915,3861,5013,426,87,2023-04-27,12,Refund,Missing Parts,Website,Rejected,Not Applicable,0.0,57.34,Failed,,Pending,Used,False,Not Applicable
265,1925,3881,1895,83,16,2023-05-15,30,Refund,Changed Mind,Customer Support,Approved,Pending,16087.05,127.09,Pending,,Pending,Used,False,Not Applicable
266,1931,3894,7413,1421,282,2023-05-06,22,Refund,Changed Mind,Website,Pickup Scheduled,Pending,2294.79,121.22,Completed,2023-05-08,Pending,Unused,False,Not Applicable
267,1939,3910,2994,1384,276,2023-05-09,22,Refund,Product Not As Expected,Mobile App,Approved,Processing,10773.5,81.74,Pending,,Pending,Used,False,Not Applicable
268,1953,3937,8384,2455,481,2023-05-08,21,Exchange,Late Delivery,Mobile App,Pickup Scheduled,Not Applicable,0.0,73.42,Scheduled,2023-05-09,Pending,Opened,True,Cancelled
269,1964,3957,9540,1782,348,2023-05-09,25,Refund,Wrong Product,Website,Rejected,Not Applicable,0.0,117.16,Failed,,Pending,Used,False,Not Applicable
270,1968,3968,1781,593,119,2023-04-30,11,Refund,Quality Issue,Mobile App,Completed,Processing,3929.18,37.31,Completed,2023-05-02,Passed,Used,False,Not Applicable
271,1971,3971,139,415,84,2023-04-25,7,Replacement,Size/Fit Issue,Website,Approved,Not Applicable,0.0,154.02,Pending,,Pending,Used,True,Completed
272,1976,3981,2787,188,37,2023-05-07,17,Refund,Changed Mind,Mobile App,Completed,Completed,19539.71,154.74,Completed,2023-05-08,Passed,Opened,False,Not Applicable
273,1983,3994,681,1048,210,2023-05-03,12,Refund,Changed Mind,Website,Pickup Scheduled,Processing,1789.87,34.31,Scheduled,2023-05-06,Pending,Used,False,Not Applicable
274,1986,4002,3088,2314,454,2023-05-11,23,Replacement,Size/Fit Issue,Website,Approved,Not Applicable,0.0,34.92,Scheduled,2023-05-12,Pending,Opened,True,Requested
275,1988,4007,8181,1621,321,2023-04-30,10,Replacement,Wrong Product,Customer Support,Completed,Not Applicable,0.0,130.59,Completed,2023-05-01,Passed,Opened,True,Processing
276,1989,4008,8197,1643,324,2023-04-24,5,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,44.87,Completed,2023-04-27,Passed,Opened,True,Requested
