shipment_id,order_id,courier_partner,delivery_mode,shipment_date,estimated_delivery_date,actual_delivery_date,delivery_status,tracking_number,shipping_cost,shipping_distance_km,warehouse_location,delivery_city,delivery_attempts,delivery_rating,on_time_delivery,delay_reason
149,149,Blue Dart,Standard,09-01-2023 04:00,14-01-2023,14-01-2023,Delivered,TRKIADDUR82C06X,144.23,1374,Hyderabad Warehouse,Ahmedabad,3,5,TRUE,
150,150,Ekart,Standard,08-01-2023 00:00,14-01-2023,13-01-2023,Delivered,TRK46AEXL68J0NM,182.12,409,Kolkata Warehouse,Delhi,1,2,TRUE,
151,151,DTDC,Express,10-01-2023 07:00,13-01-2023,13-01-2023,Delivered,TRK94D6RUPW2W55,207.35,260,Delhi Warehouse,Pune,1,5,TRUE,
152,152,Ekart,Standard,08-01-2023 04:00,14-01-2023,14-01-2023,Delivered,TRKSZDXIMYN4U9B,222.35,2146,Hyderabad Warehouse,Chennai,1,5,TRUE,
153,153,Ekart,Next Day,09-01-2023 12:00,10-01-2023,09-01-2023,Delivered,TRKIXOIQ2Q4QERX,90.59,2096,Chennai Warehouse,Mumbai,1,5,TRUE,
154,154,XpressBees,Standard,09-01-2023 12:00,15-01-2023,15-01-2023,Delivered,TRK334L1VZNQDXA,158.09,1508,Ahmedabad Warehouse,Chennai,1,2,TRUE,
155,155,DTDC,Standard,10-01-2023 11:00,14-01-2023,13-01-2023,Delivered,TRKJHE4H3GM1BWY,74.47,458,Bengaluru Warehouse,Kolkata,1,5,TRUE,
156,156,Ecom Express,Standard,11-01-2023 02:00,18-01-2023,19-01-2023,Delivered,TRK726YG3DXVL5P,194.6,1998,Kolkata Warehouse,Lucknow,2,4,FALSE,
157,157,DTDC,Standard,10-01-2023 04:00,17-01-2023,17-01-2023,Delivered,TRKZ7WHWKMY9X8S,69.02,1305,Chennai Warehouse,Jaipur,1,4,TRUE,
158,158,XpressBees,Standard,11-01-2023 10:00,18-01-2023,19-01-2023,Delivered,TRKSAFYH1FKJ4YK,227.71,72,Chennai Warehouse,Kolkata,1,4,FALSE,
159,159,Delhivery,Standard,11-01-2023 11:00,16-01-2023,16-01-2023,Delivered,TRKYBNO2Y8B0H54,157.87,1198,Hyderabad Warehouse,Jaipur,1,3,TRUE,
160,160,Ecom Express,Express,10-01-2023 12:00,12-01-2023,12-01-2023,Delivered,TRK9C80EBKJF4AQ,242.5,746,Chennai Warehouse,Ahmedabad,1,3,TRUE,
161,161,XpressBees,Standard,11-01-2023 09:00,17-01-2023,18-01-2023,Delivered,TRKS8S2FTOM5XLK,160.26,1321,Pune Warehouse,Delhi,1,1,FALSE,
162,162,Ecom Express,Standard,11-01-2023 05:00,18-01-2023,18-01-2023,Delivered,TRKN2EJ0AS1SSRK,174.88,1334,Hyderabad Warehouse,Mumbai,1,5,TRUE,
163,163,Delhivery,Standard,11-01-2023 08:00,15-01-2023,15-01-2023,Delivered,TRKH350P3CYAZBC,84.26,445,Hyderabad Warehouse,Kolkata,1,5,TRUE,
164,164,XpressBees,Express,11-01-2023 06:00,14-01-2023,13-01-2023,Delivered,TRKYTXW1VZC7D2K,124.93,1615,Pune Warehouse,Mumbai,1,3,TRUE,
165,165,Ekart,Standard,12-01-2023 00:00,19-01-2023,20-01-2023,Delivered,TRK8FY620N8TTEA,86.17,1228,Kolkata Warehouse,Jaipur,1,5,FALSE,
166,166,Delhivery,Standard,12-01-2023 11:00,18-01-2023,17-01-2023,Delivered,TRKH4GG24479QTK,230.18,773,Bengaluru Warehouse,Pune,1,5,TRUE,
167,167,XpressBees,Standard,11-01-2023 05:00,16-01-2023,16-01-2023,Delivered,TRK6LQWLVUNLPAI,89.25,305,Chennai Warehouse,Lucknow,1,4,TRUE,
168,168,DTDC,Express,10-01-2023 10:00,13-01-2023,14-01-2023,Delivered,TRKTGV44FTJ5CCA,137.2,2014,Pune Warehouse,Bengaluru,1,4,FALSE,
169,169,XpressBees,Standard,12-01-2023 03:00,16-01-2023,16-01-2023,Delivered,TRKO6V4ESDNAI89,154.13,1518,Ahmedabad Warehouse,Pune,1,5,TRUE,
170,170,Blue Dart,Standard,12-01-2023 10:00,17-01-2023,16-01-2023,Delivered,TRK1IJIYS2N75BX,141.54,916,Pune Warehouse,Mumbai,1,5,TRUE,
171,171,DTDC,Express,11-01-2023 09:00,13-01-2023,13-01-2023,Delivered,TRKN6SM5RRVSFFC,119.49,1050,Delhi Warehouse,Jaipur,1,5,TRUE,
172,172,DTDC,Standard,10-01-2023 10:00,15-01-2023,15-01-2023,Delivered,TRKRVXOIEVES6FF,109.35,1981,Delhi Warehouse,Ahmedabad,1,5,TRUE,
173,173,XpressBees,Standard,12-01-2023 11:00,18-01-2023,,In Transit,TRKHOFU1WSGY7VC,85.48,718,Ahmedabad Warehouse,Ahmedabad,0,,,
174,174,Ekart,Standard,10-01-2023 00:00,15-01-2023,15-01-2023,Delivered,TRKDRWB2SEREV36,230.96,2500,Kolkata Warehouse,Pune,1,5,TRUE,
175,175,Delhivery,Express,11-01-2023 03:00,14-01-2023,14-01-2023,Delivered,TRKJ16DVTJA0ASS,120.06,568,Delhi Warehouse,Kolkata,1,4,TRUE,
176,176,DTDC,Standard,10-01-2023 02:00,17-01-2023,17-01-2023,Delivered,TRKW9OHTUGUR9U1,93.26,1517,Kolkata Warehouse,Lucknow,1,3,TRUE,
177,177,Ecom Express,Standard,10-01-2023 07:00,15-01-2023,15-01-2023,Delivered,TRKF8ADF7PCHCBN,146.75,233,Pune Warehouse,Jaipur,1,5,TRUE,
178,178,Ecom Express,Same Day,10-01-2023 12:00,10-01-2023,09-01-2023,Delivered,TRK47SH2SZWYMX9,174.46,846,Ahmedabad Warehouse,Mumbai,3,4,TRUE,
179,179,DTDC,Express,11-01-2023 09:00,13-01-2023,12-01-2023,Delivered,TRKK36M8JVH7UJO,194.75,2271,Delhi Warehouse,Delhi,1,5,TRUE,
180,180,DTDC,Next Day,12-01-2023 04:00,13-01-2023,13-01-2023,Delivered,TRKU118QQVAECW9,210.76,1564,Chennai Warehouse,Ahmedabad,1,5,TRUE,
181,181,DTDC,Standard,10-01-2023 11:00,16-01-2023,16-01-2023,Delivered,TRK7RM6J8Y6RH05,59.53,2291,Pune Warehouse,Delhi,1,4,TRUE,
182,182,XpressBees,Standard,10-01-2023 01:00,14-01-2023,14-01-2023,Delivered,TRK4NL65UJG1SO1,179.32,193,Mumbai Warehouse,Jaipur,1,4,TRUE,
183,183,Ekart,Next Day,10-01-2023 08:00,11-01-2023,12-01-2023,Delivered,TRKZQYAHULWJTIQ,220.68,513,Bengaluru Warehouse,Ahmedabad,1,5,FALSE,
184,184,Ekart,Standard,12-01-2023 12:00,18-01-2023,18-01-2023,Delivered,TRKEUIDJIPNF8F3,124.12,2360,Ahmedabad Warehouse,Pune,1,5,TRUE,
185,185,Ecom Express,Standard,12-01-2023 05:00,19-01-2023,18-01-2023,Delivered,TRKYC3RWQMMU7JA,158.05,425,Mumbai Warehouse,Kolkata,1,4,TRUE,
186,186,XpressBees,Standard,12-01-2023 10:00,17-01-2023,19-01-2023,Delayed,TRK1QCWQ85X7PWO,99.77,2016,Pune Warehouse,Jaipur,1,3,FALSE,Warehouse Delay
187,187,DTDC,Express,12-01-2023 04:00,15-01-2023,15-01-2023,Delivered,TRK8OGA0X7ZCGDC,133.43,2153,Pune Warehouse,Lucknow,1,5,TRUE,
188,188,Ekart,Standard,10-01-2023 01:00,16-01-2023,16-01-2023,Delivered,TRKIKWE4BX4LR9T,57.71,959,Kolkata Warehouse,Bengaluru,1,5,TRUE,
189,189,Ecom Express,Standard,12-01-2023 09:00,19-01-2023,19-01-2023,Delivered,TRKLMT2PNJKA34M,173.53,2206,Kolkata Warehouse,Jaipur,1,4,TRUE,
190,190,Ekart,Next Day,11-01-2023 04:00,12-01-2023,13-01-2023,Delivered,TRK2TG5PIZX3HCW,130.39,967,Chennai Warehouse,Lucknow,1,3,FALSE,
191,191,Ecom Express,Express,11-01-2023 10:00,14-01-2023,14-01-2023,Delivered,TRKDQQZRLF8A9KE,219.23,1206,Bengaluru Warehouse,Pune,1,5,TRUE,
192,192,Blue Dart,Standard,10-01-2023 05:00,17-01-2023,17-01-2023,Delivered,TRKL48C1CQG433E,207.89,149,Pune Warehouse,Ahmedabad,1,2,TRUE,
193,193,Blue Dart,Express,10-01-2023 03:00,13-01-2023,13-01-2023,Delivered,TRKYLLWB7SJWH55,59.73,1613,Hyderabad Warehouse,Ahmedabad,2,5,TRUE,
194,194,Ekart,Standard,10-01-2023 12:00,16-01-2023,16-01-2023,Delivered,TRKUYYF1IRYM81C,123.12,192,Hyderabad Warehouse,Mumbai,1,4,TRUE,
195,195,Delhivery,Standard,10-01-2023 05:00,16-01-2023,17-01-2023,Delivered,TRKME6RPKZGGM0J,132.13,1567,Hyderabad Warehouse,Mumbai,2,5,FALSE,
196,196,Delhivery,Standard,11-01-2023 04:00,17-01-2023,17-01-2023,Delivered,TRKWNWLC83GY1FK,135.36,96,Kolkata Warehouse,Pune,1,5,TRUE,
197,197,XpressBees,Express,11-01-2023 02:00,13-01-2023,12-01-2023,Delivered,TRKBXNRWVBHZA7X,82.44,424,Ahmedabad Warehouse,Hyderabad,1,4,TRUE,
198,198,DTDC,Standard,12-01-2023 05:00,16-01-2023,15-01-2023,Delivered,TRKCHSDINGXU8UU,95.82,1264,Mumbai Warehouse,Delhi,1,5,TRUE,
199,199,Ecom Express,Standard,13-01-2023 06:00,17-01-2023,17-01-2023,Delivered,TRKXTV76T94OW3L,77.88,1402,Kolkata Warehouse,Jaipur,1,5,TRUE,
200,200,XpressBees,Next Day,12-01-2023 05:00,13-01-2023,16-01-2023,Delayed,TRK9VS9KKH4A3YJ,133.97,161,Kolkata Warehouse,Mumbai,1,3,FALSE,Traffic
201,201,Blue Dart,Standard,13-01-2023 03:00,18-01-2023,17-01-2023,Delivered,TRK002G3YU6VK0U,103.06,910,Kolkata Warehouse,Lucknow,1,3,TRUE,
202,202,DTDC,Standard,12-01-2023 06:00,16-01-2023,16-01-2023,Delivered,TRKKBTFSHB0OQVS,87.61,241,Mumbai Warehouse,Kolkata,1,4,TRUE,
203,203,Blue Dart,Standard,11-01-2023 07:00,15-01-2023,15-01-2023,Delivered,TRK1EEURXHW0IC1,95.14,1799,Kolkata Warehouse,Jaipur,1,5,TRUE,
204,204,Delhivery,Express,12-01-2023 05:00,15-01-2023,14-01-2023,Delivered,TRK9W9PFB3HN14E,112.35,713,Mumbai Warehouse,Bengaluru,1,4,TRUE,
205,205,Blue Dart,Next Day,12-01-2023 00:00,13-01-2023,14-01-2023,Delivered,TRKAHTHSJR0FZAU,208.9,1949,Chennai Warehouse,Ahmedabad,1,5,FALSE,
206,206,DTDC,Standard,13-01-2023 09:00,19-01-2023,19-01-2023,Delivered,TRKXX6MDK5N9SZ6,177.5,1611,Mumbai Warehouse,Delhi,1,5,TRUE,
207,207,Blue Dart,Standard,12-01-2023 08:00,16-01-2023,15-01-2023,Delivered,TRKOFMMWI9S3W56,233.68,2026,Chennai Warehouse,Chennai,2,3,TRUE,
208,208,Blue Dart,Standard,12-01-2023 10:00,17-01-2023,18-01-2023,Delivered,TRKUPLVQEXUYHEY,120.26,1004,Hyderabad Warehouse,Kolkata,2,5,FALSE,
209,209,Blue Dart,Express,13-01-2023 02:00,16-01-2023,16-01-2023,Delivered,TRK4FBL98K03W0F,151.92,1320,Delhi Warehouse,Pune,1,5,TRUE,
210,210,XpressBees,Standard,13-01-2023 09:00,18-01-2023,17-01-2023,Delivered,TRKYRSVZN4REGB1,88.49,345,Mumbai Warehouse,Chennai,2,2,TRUE,
211,211,Blue Dart,Express,11-01-2023 12:00,13-01-2023,12-01-2023,Delivered,TRKY55P1V3ZO7UT,234.69,2026,Ahmedabad Warehouse,Lucknow,1,5,TRUE,
212,212,Delhivery,Next Day,11-01-2023 08:00,12-01-2023,12-01-2023,Delivered,TRKSWBKOK3QPWBS,246.6,1606,Mumbai Warehouse,Jaipur,1,4,TRUE,
213,213,Delhivery,Express,11-01-2023 02:00,13-01-2023,13-01-2023,Delivered,TRKVZHQJY62ZEEQ,107.93,1878,Mumbai Warehouse,Pune,1,4,TRUE,
214,214,Ecom Express,Express,13-01-2023 09:00,15-01-2023,15-01-2023,Delivered,TRK55FF1BL08KG6,119.93,2336,Bengaluru Warehouse,Chennai,1,4,TRUE,
215,215,Delhivery,Standard,12-01-2023 08:00,16-01-2023,16-01-2023,Delivered,TRKQPVA5KW3HGBM,143.63,1968,Hyderabad Warehouse,Lucknow,1,4,TRUE,
216,216,XpressBees,Standard,11-01-2023 00:00,15-01-2023,14-01-2023,Delivered,TRKUU80MB1L6314,77.43,2456,Chennai Warehouse,Lucknow,1,5,TRUE,
217,217,Ecom Express,Next Day,12-01-2023 08:00,13-01-2023,14-01-2023,Delivered,TRKD0W9RY79KVLS,84.07,258,Hyderabad Warehouse,Lucknow,1,5,FALSE,
218,218,XpressBees,Standard,14-01-2023 10:00,21-01-2023,21-01-2023,Delivered,TRKAAWE429OMUWA,77.78,812,Hyderabad Warehouse,Bengaluru,1,5,TRUE,
219,219,Delhivery,Standard,14-01-2023 08:00,20-01-2023,21-01-2023,Delivered,TRK0WBGLMY62XRW,63.91,1642,Pune Warehouse,Chennai,2,5,FALSE,
220,220,Ekart,Next Day,12-01-2023 08:00,13-01-2023,14-01-2023,Delivered,TRKAUL62CF4MNTF,192.24,2214,Pune Warehouse,Jaipur,1,5,FALSE,
221,221,DTDC,Express,13-01-2023 11:00,15-01-2023,15-01-2023,Delivered,TRK3KSGNBHDS26F,58.23,1871,Hyderabad Warehouse,Chennai,2,4,TRUE,
222,222,XpressBees,Standard,13-01-2023 02:00,17-01-2023,17-01-2023,Delivered,TRKQZSA7YVDQBSX,236.99,169,Bengaluru Warehouse,Hyderabad,1,4,TRUE,
223,223,Ecom Express,Next Day,13-01-2023 03:00,14-01-2023,14-01-2023,Delivered,TRKJFE8UDTTJ72U,98.1,501,Pune Warehouse,Ahmedabad,1,4,TRUE,
224,224,DTDC,Standard,12-01-2023 02:00,16-01-2023,15-01-2023,Delivered,TRKDOZ6WYQMLH13,181.85,240,Delhi Warehouse,Kolkata,2,4,TRUE,
225,225,Ekart,Standard,12-01-2023 12:00,19-01-2023,18-01-2023,Delivered,TRK8F6JNG7L4LRC,105.18,969,Ahmedabad Warehouse,Ahmedabad,1,5,TRUE,
226,226,Blue Dart,Standard,13-01-2023 09:00,18-01-2023,18-01-2023,Delivered,TRKX2TOOWT9NM3V,125.19,2297,Delhi Warehouse,Chennai,1,5,TRUE,
227,227,Ecom Express,Standard,14-01-2023 10:00,18-01-2023,17-01-2023,Delivered,TRKVLDQLOVYV3LX,189.5,2445,Ahmedabad Warehouse,Delhi,1,4,TRUE,
228,228,XpressBees,Next Day,14-01-2023 12:00,15-01-2023,14-01-2023,Delivered,TRKKWQH5K2Y77Z6,70.81,2196,Bengaluru Warehouse,Ahmedabad,1,4,TRUE,
229,229,XpressBees,Standard,12-01-2023 04:00,16-01-2023,16-01-2023,Delivered,TRK3M55IZOLNNTX,155.27,2313,Mumbai Warehouse,Mumbai,1,5,TRUE,
230,230,DTDC,Express,12-01-2023 04:00,14-01-2023,14-01-2023,Delivered,TRKX9EE346Z7WQP,55.07,2013,Mumbai Warehouse,Pune,1,5,TRUE,
231,231,Ekart,Standard,14-01-2023 07:00,19-01-2023,20-01-2023,Delivered,TRKUZERYF0992QC,96.54,175,Pune Warehouse,Mumbai,1,5,FALSE,
232,232,Ecom Express,Express,14-01-2023 01:00,17-01-2023,16-01-2023,Delivered,TRKSQ0P82KB700U,229.75,1879,Mumbai Warehouse,Ahmedabad,1,5,TRUE,
233,233,XpressBees,Standard,13-01-2023 12:00,17-01-2023,17-01-2023,Delivered,TRKEK4AEGVFQ3JZ,57.33,1052,Delhi Warehouse,Bengaluru,1,5,TRUE,
234,234,Delhivery,Standard,12-01-2023 02:00,17-01-2023,18-01-2023,Delivered,TRKX0GU4BJ3BQRR,198.08,994,Kolkata Warehouse,Kolkata,1,4,FALSE,
235,235,Ekart,Standard,13-01-2023 08:00,20-01-2023,21-01-2023,Delivered,TRK8YB7W8P74MJD,234.72,1313,Ahmedabad Warehouse,Kolkata,1,4,FALSE,
236,236,Ecom Express,Standard,15-01-2023 09:00,20-01-2023,21-01-2023,Delivered,TRKAACOSYM0JBWC,182.32,2263,Bengaluru Warehouse,Chennai,1,4,FALSE,
237,237,XpressBees,Standard,15-01-2023 01:00,19-01-2023,18-01-2023,Delivered,TRKJQ7W7JP61LFC,67.28,774,Bengaluru Warehouse,Delhi,1,5,TRUE,
238,238,Delhivery,Standard,14-01-2023 02:00,21-01-2023,21-01-2023,Delivered,TRKGRF1HX6ZDCUJ,245.68,1628,Hyderabad Warehouse,Lucknow,1,5,TRUE,
239,239,Ecom Express,Standard,13-01-2023 10:00,20-01-2023,21-01-2023,Delivered,TRKS7RP422TA83R,187.01,35,Kolkata Warehouse,Lucknow,1,1,FALSE,
240,240,DTDC,Express,14-01-2023 00:00,16-01-2023,16-01-2023,Delivered,TRK1KHT8XKODYR5,219.2,1902,Pune Warehouse,Delhi,1,5,TRUE,
241,241,Blue Dart,Standard,15-01-2023 03:00,22-01-2023,23-01-2023,Delivered,TRK838AMMZOHXS7,206.48,2207,Chennai Warehouse,Ahmedabad,1,5,FALSE,
242,242,Delhivery,Standard,13-01-2023 07:00,17-01-2023,16-01-2023,Delivered,TRKAW63DW4C3EVW,232.78,554,Mumbai Warehouse,Hyderabad,1,5,TRUE,
243,243,Ecom Express,Express,14-01-2023 01:00,16-01-2023,16-01-2023,Delivered,TRKGCJ1GNFIUE2W,242.59,2449,Hyderabad Warehouse,Mumbai,1,5,TRUE,
244,244,Ekart,Standard,13-01-2023 02:00,17-01-2023,17-01-2023,Delivered,TRKYHXSO7VBGR8W,164.68,1969,Chennai Warehouse,Kolkata,1,5,TRUE,
245,245,Blue Dart,Standard,15-01-2023 01:00,21-01-2023,21-01-2023,Delivered,TRKJG2Y8RGYBXKP,247.22,872,Hyderabad Warehouse,Ahmedabad,1,3,TRUE,
246,246,Ekart,Standard,15-01-2023 00:00,20-01-2023,20-01-2023,Delivered,TRKZVLHYL2LD05N,46.1,983,Delhi Warehouse,Delhi,1,5,TRUE,
247,247,Delhivery,Next Day,13-01-2023 03:00,14-01-2023,,In Transit,TRKQGMJMBUKDQP1,135.55,578,Kolkata Warehouse,Chennai,0,,,
248,248,Blue Dart,Next Day,15-01-2023 02:00,16-01-2023,17-01-2023,Delivered,TRK4D4R9V4K00IL,173.98,2284,Bengaluru Warehouse,Lucknow,1,3,FALSE,
249,249,Blue Dart,Next Day,13-01-2023 06:00,14-01-2023,14-01-2023,Returned,TRKPO3ZDRC1YOHM,48.41,157,Ahmedabad Warehouse,Jaipur,3,1,,
250,250,Delhivery,Standard,14-01-2023 02:00,21-01-2023,21-01-2023,Delivered,TRK15O2NQW4C6LB,196.93,1919,Mumbai Warehouse,Ahmedabad,1,4,TRUE,
251,251,XpressBees,Standard,13-01-2023 12:00,17-01-2023,16-01-2023,Delivered,TRK5DNWNGUCZH9I,110.5,1510,Mumbai Warehouse,Jaipur,1,4,TRUE,
252,252,XpressBees,Next Day,15-01-2023 03:00,16-01-2023,16-01-2023,Delivered,TRKSPBNQS3QT36Q,199.79,1115,Pune Warehouse,Chennai,1,3,TRUE,
253,253,Delhivery,Standard,14-01-2023 01:00,18-01-2023,17-01-2023,Delivered,TRKJZR5SWK8TEMP,77.55,694,Delhi Warehouse,Delhi,1,5,TRUE,
254,254,Blue Dart,Express,16-01-2023 10:00,19-01-2023,19-01-2023,Delivered,TRKXTTQU6L2INK4,111.99,2450,Pune Warehouse,Ahmedabad,1,5,TRUE,
255,255,Blue Dart,Standard,14-01-2023 11:00,20-01-2023,21-01-2023,Delivered,TRKE9UPNHZX9FQ9,76.83,994,Bengaluru Warehouse,Pune,1,3,FALSE,
256,256,Ekart,Next Day,14-01-2023 07:00,15-01-2023,,In Transit,TRK6819Y207MERB,72.77,1961,Pune Warehouse,Bengaluru,0,,,
257,257,Ecom Express,Standard,15-01-2023 00:00,22-01-2023,22-01-2023,Delivered,TRKBXVH7KATQYDS,86.28,1356,Pune Warehouse,Delhi,1,4,TRUE,
258,258,XpressBees,Next Day,16-01-2023 05:00,17-01-2023,17-01-2023,Delivered,TRKNKM95D0P92K3,190.35,1601,Kolkata Warehouse,Chennai,1,5,TRUE,
259,259,XpressBees,Standard,14-01-2023 03:00,20-01-2023,19-01-2023,Delivered,TRK1DO6OUZ1EGNT,222.18,2439,Pune Warehouse,Delhi,1,5,TRUE,
260,260,XpressBees,Standard,16-01-2023 11:00,23-01-2023,22-01-2023,Delivered,TRK84RX6PRYIEJ9,206.16,1249,Bengaluru Warehouse,Bengaluru,1,5,TRUE,
261,261,Ekart,Standard,15-01-2023 10:00,22-01-2023,26-01-2023,Delayed,TRKAJUFQYMBNW8B,211.84,2376,Pune Warehouse,Jaipur,1,1,FALSE,Customer Unavailable
262,262,Blue Dart,Express,14-01-2023 12:00,16-01-2023,16-01-2023,Delivered,TRKJZNTMFEK2O7F,75.1,1253,Pune Warehouse,Chennai,1,5,TRUE,
263,263,Blue Dart,Express,16-01-2023 09:00,18-01-2023,18-01-2023,Delivered,TRKRLN36V1MZB3I,232.37,91,Delhi Warehouse,Pune,1,5,TRUE,
264,264,Blue Dart,Standard,14-01-2023 06:00,18-01-2023,18-01-2023,Delivered,TRKD2SCEJCY127H,202.69,824,Kolkata Warehouse,Mumbai,1,5,TRUE,
265,265,Delhivery,Standard,16-01-2023 04:00,22-01-2023,22-01-2023,Delivered,TRKC31TZ8G1A077,219.58,2355,Hyderabad Warehouse,Jaipur,1,5,TRUE,
266,266,Ekart,Express,14-01-2023 02:00,17-01-2023,19-01-2023,Returned,TRK1LQSRNKZCRNQ,129.06,482,Hyderabad Warehouse,Kolkata,2,3,,
267,267,Ekart,Standard,15-01-2023 04:00,22-01-2023,22-01-2023,Delivered,TRKAYYOSYEOZ906,54.62,754,Ahmedabad Warehouse,Chennai,1,2,TRUE,
268,268,DTDC,Standard,15-01-2023 01:00,20-01-2023,20-01-2023,Delivered,TRKJ2XORVORK1DJ,192.29,2451,Chennai Warehouse,Lucknow,1,3,TRUE,
269,269,Delhivery,Standard,14-01-2023 01:00,21-01-2023,22-01-2023,Delivered,TRKFWDC112HXRJM,244.14,1359,Kolkata Warehouse,Lucknow,1,2,FALSE,
270,270,Delhivery,Same Day,14-01-2023 06:00,14-01-2023,15-01-2023,Delivered,TRKBU4KZREZRDYX,219.1,167,Ahmedabad Warehouse,Ahmedabad,1,5,FALSE,
271,271,Blue Dart,Standard,15-01-2023 04:00,22-01-2023,21-01-2023,Delivered,TRKCVEN3V1WNP9O,119.34,1332,Pune Warehouse,Bengaluru,1,5,TRUE,
272,272,Ecom Express,Standard,14-01-2023 11:00,18-01-2023,18-01-2023,Delivered,TRKLQ5U6JZV9NOU,64.04,2225,Bengaluru Warehouse,Mumbai,1,4,TRUE,
273,273,DTDC,Standard,16-01-2023 05:00,21-01-2023,22-01-2023,Delivered,TRKW9C4HJKU2W8Z,116.3,2055,Kolkata Warehouse,Hyderabad,1,5,FALSE,
274,274,Delhivery,Standard,17-01-2023 07:00,24-01-2023,24-01-2023,Delivered,TRKPTHOWQ1GAZ5U,207.09,1248,Chennai Warehouse,Jaipur,1,4,TRUE,
275,275,Ekart,Standard,17-01-2023 08:00,24-01-2023,,In Transit,TRKNFFYKPL3CHO3,192.59,841,Mumbai Warehouse,Jaipur,0,,,
276,276,Ecom Express,Standard,17-01-2023 09:00,22-01-2023,21-01-2023,Delivered,TRK2LR9P6HJB2JT,63.85,1025,Hyderabad Warehouse,Mumbai,2,5,TRUE,
277,277,Delhivery,Standard,15-01-2023 05:00,21-01-2023,20-01-2023,Delivered,TRKO44IUSEXU1SR,229.12,389,Kolkata Warehouse,Chennai,1,5,TRUE,
278,278,DTDC,Standard,17-01-2023 11:00,24-01-2023,24-01-2023,Delivered,TRKDHJO5CTZETRI,196.23,610,Kolkata Warehouse,Hyderabad,1,3,TRUE,
279,279,DTDC,Standard,16-01-2023 04:00,20-01-2023,20-01-2023,Delivered,TRKJNXZ6YTIPA87,230.1,1001,Mumbai Warehouse,Mumbai,1,3,TRUE,
280,280,Blue Dart,Standard,15-01-2023 07:00,21-01-2023,21-01-2023,Delivered,TRK537QO4Z533ZS,201.02,1142,Kolkata Warehouse,Mumbai,1,4,TRUE,
281,281,XpressBees,Express,16-01-2023 11:00,18-01-2023,18-01-2023,Delivered,TRKAHKUDIZ1XEVO,174.69,577,Bengaluru Warehouse,Ahmedabad,1,3,TRUE,
282,282,Blue Dart,Standard,17-01-2023 09:00,23-01-2023,23-01-2023,Delivered,TRKON4UAAUWIDQJ,81.72,765,Kolkata Warehouse,Chennai,1,4,TRUE,
283,283,XpressBees,Standard,15-01-2023 05:00,20-01-2023,,In Transit,TRKEZG52KRE4V9K,64.64,2044,Kolkata Warehouse,Ahmedabad,0,,,
284,284,Ecom Express,Standard,15-01-2023 06:00,20-01-2023,20-01-2023,Delivered,TRK6NYQAELYYZZ0,244.99,1867,Hyderabad Warehouse,Lucknow,1,5,TRUE,
285,285,Delhivery,Standard,15-01-2023 07:00,21-01-2023,21-01-2023,Returned,TRKSN9YE6BGGRMQ,237.26,1058,Mumbai Warehouse,Mumbai,2,3,,
286,286,XpressBees,Standard,16-01-2023 01:00,22-01-2023,22-01-2023,Delivered,TRKK5W1JL6L91F4,66.85,1781,Chennai Warehouse,Chennai,1,5,TRUE,
287,287,Blue Dart,Standard,16-01-2023 04:00,21-01-2023,21-01-2023,Delivered,TRKMZRR45ED5GGS,131.65,1828,Ahmedabad Warehouse,Mumbai,1,4,TRUE,
288,288,Blue Dart,Standard,15-01-2023 08:00,20-01-2023,20-01-2023,Delivered,TRKAYYOV84FC3XQ,56.14,1366,Ahmedabad Warehouse,Delhi,1,5,TRUE,
289,289,Delhivery,Express,16-01-2023 05:00,18-01-2023,18-01-2023,Delivered,TRK0TVDJI1OAHNO,50.22,247,Chennai Warehouse,Chennai,1,5,TRUE,
290,290,Ekart,Express,16-01-2023 10:00,18-01-2023,18-01-2023,Delivered,TRKR5RUP13WPPBM,60.18,838,Pune Warehouse,Jaipur,1,4,TRUE,
291,291,Ecom Express,Standard,16-01-2023 08:00,20-01-2023,21-01-2023,Delivered,TRK9YKIPUT7SSOQ,131.84,628,Ahmedabad Warehouse,Bengaluru,1,5,FALSE,
292,292,XpressBees,Standard,17-01-2023 00:00,21-01-2023,22-01-2023,Delivered,TRKC5KVQYWJ85GG,137.2,205,Bengaluru Warehouse,Kolkata,1,4,FALSE,
293,293,Ekart,Standard,16-01-2023 06:00,20-01-2023,20-01-2023,Delivered,TRK0K3WY8Y2DEG3,177.72,2485,Ahmedabad Warehouse,Kolkata,1,5,TRUE,
294,294,Ecom Express,Standard,16-01-2023 06:00,21-01-2023,20-01-2023,Delivered,TRKAFFZ8Q4VHU4B,201.64,1748,Bengaluru Warehouse,Ahmedabad,1,4,TRUE,
295,295,Ekart,Same Day,17-01-2023 11:00,17-01-2023,17-01-2023,Delivered,TRKOS0765ICAUTJ,193.53,2016,Chennai Warehouse,Mumbai,2,5,TRUE,
296,296,XpressBees,Next Day,17-01-2023 07:00,18-01-2023,18-01-2023,Delivered,TRKMIH6MV4XEKZ8,44.37,1942,Chennai Warehouse,Hyderabad,1,4,TRUE,
297,297,Blue Dart,Standard,17-01-2023 11:00,21-01-2023,20-01-2023,Delivered,TRKDO9KHBA5MF36,67.11,2035,Hyderabad Warehouse,Pune,1,5,TRUE,
